ID;Ndex;Pok‚mon;Alternativo;Cadena;Etapa;Nivel;Tipo1;Tipo2;Habilidad_1;Habilidad_2;Habilidad_3;FUE;VIT;ENE;SAB;DES;CAR;PS_min;Total_min;Velocidad
121_1;#0121;Starmie;;Staryu;Avanzada;Pro;Agua;Psiquico;Curanatural;Iluminacion;Calculofinal;3;3;4;3;4;3;19;20;Rapido
122_1;#0122;Mr. Mime;;Mr. Mime;B sico;Amateur;Psiquico;Hada;Insonorizar;Filtro;Experto;1;2;4;4;3;2;12;16;Normal
122_2;#0122;Mr. Mime;Forma de Galar;Mime Jr.;Evoluci¢n;Ace;Hielo;Psiquico;Espirituvital;Antibarrera;Gelido;2;2;3;3;4;3;17;17;Rapido
123_1;#0123;Scyther;;Scyther;B sico;Pro;Bicho;Volador;Enjambre;Experto;Impasible;4;3;2;3;4;3;19;19;Rapido
124_1;#0124;Jynx;;Jynx;B sico;Amateur;Hielo;Psiquico;Despiste;Alerta;Pielseca;2;1;4;3;3;3;15;16;Normal
125_1;#0125;Electabuzz;;Electabuzz;B sico;Ace;Electrico;NA;Electricidadestatica;Electricidadestatica;Espirituvital;3;2;3;3;4;3;17;18;Rapido
126_1;#0126;Magmar;;Magmar;B sico;Ace;Fuego;NA;Cuerpollama;Cuerpollama;Espirituvital;3;2;4;3;3;3;17;18;Normal
127_1;#0127;Pinsir;;Pinsir;B sico;Pro;Bicho;NA;Cortefuerte;Rompemoldes;Autoestima;5;4;2;2;3;3;19;19;Normal
127_2;#0127;Pinsir;Mega-Pinsir;Pinsir;Mega;Legend;Bicho;Volador;Pielceleste;Pielceleste;Pielceleste;6;4;2;3;4;3;25;22;Rapido
128_1;#0128;Tauros;;Tauros;Inicial;Ace;Normal;NA;Intimidacion;Irascible;Potenciabruta;4;3;1;2;4;3;17;17;Rapido
128_2;#0128;Tauros;Forma de Paldea;Tauros;B sico;Ace;Lucha;NA;Intimidacion;Irascible;Rumia;4;4;1;2;4;3;17;18;Rapido
128_3;#0128;Tauros;Forma de Paldea;Tauros;B sico;Ace;Lucha;Fuego;Intimidacion;Irascible;Rumia;4;4;1;2;4;3;17;18;Rapido
128_4;#0128;Tauros;Forma de Paldea;Tauros;B sico;Ace;Lucha;Agua;Intimidacion;Irascible;Rumia;4;4;1;2;4;3;17;18;Rapido
129_1;#0129;Magikarp;;Magikarp;B sico;Begginer;Agua;NA;Nadorapido;Nadorapido;Cobardia;1;2;1;1;3;2;10;10;Normal
130_1;#0130;Gyarados;;Magikarp;Avanzada;Pro;Agua;Volador;Intimidacion;Intimidacion;Autoestima;5;3;2;4;3;3;19;20;Normal
130_2;#0130;Gyarados;Mega-Gyarados;Magikarp;Mega;Legend;Agua;Siniestro;Rompemoldes;Rompemoldes;Rompemoldes;6;4;2;5;3;3;25;23;Normal
131_1;#0131;Lapras;;Lapras;Inicial;Ace;Agua;Hielo;Absorbeagua;Caparazon;Hidratacion;3;3;3;3;2;4;20;18;Suave
132_1;#0132;Ditto;;Ditto;Inicial;Starter;Normal;NA;Flexibilidad;Flexibilidad;Impostor;1;1;1;1;1;2;8;7;Suave
133_1;#0133;Eevee;;Eevee;B sico;Begginer;Normal;NA;Fuga;Adaptable;Anticipacion;2;2;1;2;2;3;13;12;Suave
133_2;#0133;Eevee;Eevee inicial (Let's Go);Eevee;B sico;Amateur;Normal;NA;Fuga;Adaptable;Anticipacion;3;2;2;3;3;3;15;16;Normal
134_1;#0134;Vaporeon;;Eevee;Avanzada;Ace;Agua;NA;Absorbeagua;Absorbeagua;Hidratacion;2;2;4;3;2;4;20;17;Normal
135_1;#0135;Jolteon;;Eevee;Avanzada;Pro;Electrico;NA;Absorbeelectricidad;Absorbeelectricidad;Piesrapidos;2;2;4;3;5;3;19;19;Rapido
136_1;#0136;Flareon;;Eevee;Avanzada;Pro;Fuego;NA;Absorbefuego;Absorbefuego;Agallas;5;2;3;4;2;3;19;19;Normal
137_1;#0137;Porygon;;Porygon;B sico;Amateur;Normal;NA;Calco;Descarga;Calculofinal;2;2;3;3;1;3;15;14;Suave
138_1;#0138;Omanyte;;Omanyte;B sico;Begginer;Roca;Agua;Nadorapido;Caparazon;Armadurafragil;1;4;3;2;1;2;10;13;Lento
139_1;#0139;Omastar;;Omanyte;Avanzada;Ace;Roca;Agua;Nadorapido;Caparazon;Armadurafragil;2;5;4;2;2;3;17;18;Suave
140_1;#0140;Kabuto;;Kabuto;B sico;Begginer;Roca;Agua;Armadurabatalla;Nadorapido;Armadurafragil;3;3;2;1;2;2;10;13;Suave
141_1;#0141;Kabutops;;Kabuto;Avanzada;Ace;Roca;Agua;Armadurabatalla;Nadorapido;Armadurafragil;4;4;2;2;3;3;17;18;Normal
142_1;#0142;Aerodactyl;;Aerodactyl;Inicial;Pro;Roca;Volador;Cabezaroca;Presion;Nerviosismo;4;2;2;3;5;3;19;19;Rapido
142_2;#0142;Aerodactyl;Mega-Aerodactyl;Aerodactyl;Mega;Legend;Roca;Volador;Garradura;Garradura;Garradura;5;3;2;3;6;3;25;22;Fugaz
143_1;#0143;Snorlax;;Snorlax;Inicial;Ace;Normal;NA;Sebo;Inmunidad;Gula;4;2;2;4;1;5;23;18;Lento
144_1;#0144;Articuno;;Articuno;Legendario;Legend;Hielo;Volador;Presion;Presion;Mantoniveo;3;4;3;5;3;3;25;21;Normal
144_2;#0144;Articuno;Forma de Galar;Articuno;Legendario;Legend;Psiquico;Volador;Tenacidad;Tenacidad;Tenacidad;3;3;5;4;3;3;25;21;Normal
145_1;#0145;Zapdos;;Zapdos;Legendario;Legend;Electrico;Volador;Presion;Presion;Electricidadestatica;3;3;5;3;4;3;25;21;Rapido
145_2;#0145;Zapdos;Forma de Galar;Zapdos;Legendario;Legend;Lucha;Volador;Competitivo;Competitivo;Competitivo;5;3;3;3;4;3;25;21;Rapido
146_1;#0146;Moltres;;Moltres;Legendario;Legend;Fuego;Volador;Presion;Presion;Cuerpollama;4;3;5;3;3;3;25;21;Normal
146_2;#0146;Moltres;Forma de Galar;Moltres;Legendario;Legend;Siniestro;Volador;Colera;Colera;Colera;3;3;4;5;3;3;25;21;Normal
147_1;#0147;Dratini;;Dratini;B sico;Begginer;Dragon;NA;Mudar;Mudar;Escamaespecial;2;1;2;2;2;2;10;11;Suave
148_1;#0148;Dragonair;;Dratini;Evoluci¢n;Amateur;Dragon;NA;Mudar;Mudar;Escamaespecial;3;2;2;2;2;3;15;14;Normal
149_1;#0149;Dragonite;;Dratini;Avanzada;Pro;Dragon;Volador;Fuerzamental;Fuerzamental;Multiescamas;5;3;4;4;3;3;19;22;Normal
150_1;#0150;Mewtwo;;Mewtwo;Legendario;Legend;Psiquico;NA;Presion;Presion;Nerviosismo;4;3;6;3;5;4;28;25;Fugaz
150_3;#0150;Mewtwo;Mega-Mewtwo Y;Mewtwo;Mega;Legend;Psiquico;NA;Insomnio;Insomnio;Insomnio;6;2;7;4;5;4;28;28;Fugaz
150_2;#0150;Mewtwo;Mega-Mewtwo X;Mewtwo;Mega;Legend;Psiquico;Lucha;Impasible;Impasible;Impasible;7;4;6;4;5;4;28;30;Fugaz
151_1;#0151;Mew;;Mew;Legendario;Legend;Psiquico;NA;Sincronia;Sincronia;Sincronia;4;4;4;4;4;4;28;24;Fugaz
152_1;#0152;Chikorita;;Chikorita;B sico;Starter;Planta;NA;Espesura;Espesura;Defensahoja;1;2;1;2;1;2;8;9;Suave
153_1;#0153;Bayleef;;Chikorita;Evoluci¢n;Amateur;Planta;NA;Espesura;Espesura;Defensahoja;2;3;2;3;2;3;15;15;Suave
154_1;#0154;Meganium;;Chikorita;Avanzada;Pro;Planta;NA;Espesura;Espesura;Defensahoja;3;4;3;4;3;3;19;20;Normal
155_1;#0155;Cyndaquil;;Cyndaquil;B sico;Begginer;Fuego;NA;Marllamas;Marllamas;Absorbefuego;2;1;2;2;2;2;10;11;Normal
156_1;#0156;Quilava;;Cyndaquil;Evoluci¢n;Amateur;Fuego;NA;Marllamas;Marllamas;Absorbefuego;2;2;3;2;3;3;15;15;Normal
157_2;#0157;Typhlosion;Forma de Hisui;Cyndaquil;Avanzada;Pro;Fuego;Fantasma;Marllamas;Marllamas;Cacheo;3;3;4;3;3;3;19;19;Normal
157_1;#0157;Typhlosion;;Cyndaquil;Avanzada;Pro;Fuego;NA;Marllamas;Marllamas;Absorbefuego;3;3;4;3;4;3;19;20;Rapido
158_1;#0158;Totodile;;Totodile;B sico;Begginer;Agua;NA;Torrente;Torrente;Potenciabruta;2;2;1;1;1;3;13;10;Suave
159_1;#0159;Croconaw;;Totodile;Evoluci¢n;Amateur;Agua;NA;Torrente;Torrente;Potenciabruta;3;3;2;2;2;3;15;15;Suave
160_1;#0160;Feraligatr;;Totodile;Avanzada;Pro;Agua;NA;Torrente;Torrente;Potenciabruta;4;4;3;3;3;3;19;20;Normal
161_1;#0161;Sentret;;Sentret;B sico;Starter;Normal;NA;Fuga;Vistalince;Cacheo;1;1;1;1;1;2;8;7;Lento
162_1;#0162;Furret;;Sentret;Avanzada;Amateur;Normal;NA;Fuga;Vistalince;Cacheo;3;2;1;2;3;3;15;14;Normal
163_1;#0163;Hoothoot;;Hoothoot;B sico;Begginer;Normal;Volador;Insomnio;Vistalince;Cromolente;1;1;1;2;2;3;13;10;Suave
164_1;#0164;Noctowl;;Hoothoot;Avanzada;Amateur;Normal;Volador;Insomnio;Vistalince;Cromolente;2;2;3;3;2;4;18;16;Normal
165_1;#0165;Ledyba;;Ledyba;B sico;Begginer;Bicho;Volador;Enjambre;Madrugar;Cobardia;1;1;1;3;2;2;10;10;Suave
166_1;#0166;Ledian;;Ledyba;Avanzada;Amateur;Bicho;Volador;Enjambre;Madrugar;Pu¤oferreo;1;2;2;4;3;3;15;15;Normal
167_1;#0167;Spinarak;;Spinarak;B sico;Starter;Bicho;Veneno;Enjambre;Insomnio;Francotirador;2;1;1;1;1;2;8;8;Lento
168_1;#0168;Ariados;;Spinarak;Avanzada;Begginer;Bicho;Veneno;Enjambre;Insomnio;Francotirador;3;2;2;2;1;3;13;13;Suave
169_1;#0169;Crobat;;Zubat;Avanzada;Pro;Veneno;Volador;Fuerzamental;Fuerzamental;Allanamiento;3;3;2;3;5;3;19;19;Rapido
170_1;#0170;Chinchou;;Chinchou;B sico;Begginer;Agua;Electrico;Absorbeelectricidad;Iluminacion;Absorbeagua;1;1;2;2;2;3;13;11;Normal
171_1;#0171;Lanturn;;Chinchou;Avanzada;Amateur;Agua;Electrico;Absorbeelectricidad;Iluminacion;Absorbeagua;2;2;3;3;2;4;18;16;Normal
172_1;#0172;Pichu;;Pikachu;Beb‚;Starter;Electrico;NA;Electricidadestatica;Electricidadestatica;Pararrayos;1;1;1;1;2;2;8;8;Suave
173_1;#0173;Cleffa;;Clefairy;Beb‚;Starter;Hada;NA;Granencanto;Muromagico;Compiescolta;1;1;1;2;1;3;11;9;Lento
174_1;#0174;Igglybuff;;Jigglypuff;Beb‚;Starter;Normal;Hada;Granencanto;Tenacidad;Compiescolta;1;1;1;1;1;3;11;8;Lento
175_1;#0175;Togepi;;Togekiss;Beb‚;Starter;Hada;NA;Entusiasmo;Dicha;Afortunado;1;2;1;2;1;2;8;9;Lento
176_1;#0176;Togetic;;Togekiss;Evoluci¢n;Amateur;Hada;Volador;Entusiasmo;Dicha;Afortunado;1;3;3;4;1;3;15;15;Suave
177_1;#0177;Natu;;Natu;B sico;Begginer;Psiquico;Volador;Madrugar;Sincronia;Espejomagico;2;1;2;1;2;2;10;10;Normal
178_1;#0178;Xatu;;Natu;Avanzada;Amateur;Psiquico;Volador;Madrugar;Sincronia;Espejomagico;3;2;3;2;3;3;15;16;Normal
179_1;#0179;Mareep;;Mareep;B sico;Starter;Electrico;NA;Electricidadestatica;Electricidadestatica;Mas;1;1;2;1;1;3;11;9;Lento
180_1;#0180;Flaaffy;;Mareep;Evoluci¢n;Begginer;Electrico;NA;Electricidadestatica;Electricidadestatica;Mas;2;2;3;2;1;3;13;13;Suave
181_1;#0181;Ampharos;;Mareep;Avanzada;Ace;Electrico;NA;Electricidadestatica;Electricidadestatica;Mas;3;3;4;3;2;3;17;18;Suave
181_2;#0181;Ampharos;Mega-Ampharos;Mareep;Mega;Legend;Electrico;Dragon;Rompemoldes;Rompemoldes;Rompemoldes;3;4;6;4;1;3;25;21;Suave
182_1;#0182;Bellossom;;Oddish;Avanzada;Ace;Planta;NA;Clorofila;Clorofila;Almacura;3;3;3;4;2;3;17;18;Suave
183_1;#0183;Marill;;Marill;B sico;Begginer;Agua;Hada;Potencia;Sebo;Herbivoro;1;2;1;2;1;3;13;10;Suave
184_1;#0184;Azumarill;;Marill;Avanzada;Amateur;Agua;Hada;Potencia;Sebo;Herbivoro;2;3;2;3;2;4;18;16;Suave
185_1;#0185;Sudowoodo;;Sudowoodo;Inicial;Amateur;Roca;NA;Cabezaroca;Robustez;Cobardia;4;4;1;2;1;3;15;15;Lento
186_1;#0186;Politoed;;Poliwag;Avanzada;Ace;Agua;NA;Absorbeagua;Humedad;Llovizna;3;3;3;4;2;3;17;18;Normal
187_1;#0187;Hoppip;;Hoppip;B sico;Starter;Planta;Volador;Clorofila;Defensahoja;Allanamiento;1;1;1;2;2;2;8;9;Suave
188_1;#0188;Skiploom;;Hoppip;Evoluci¢n;Begginer;Planta;Volador;Clorofila;Defensahoja;Allanamiento;1;2;1;2;3;3;13;12;Normal
189_1;#0189;Jumpluff;;Hoppip;Avanzada;Amateur;Planta;Volador;Clorofila;Defensahoja;Allanamiento;2;2;2;3;4;3;15;16;Rapido
190_1;#0190;Aipom;;Aipom;B sico;Begginer;Normal;NA;Fuga;Recogida;Encadenado;2;2;1;2;3;3;13;13;Normal
191_1;#0191;Sunkern;;Sunkern;B sico;Starter;Planta;NA;Clorofila;Podersolar;Madrugar;1;1;1;1;1;2;8;7;Lento
192_1;#0192;Sunflora;;Sunkern;Avanzada;Amateur;Planta;NA;Clorofila;Podersolar;Madrugar;3;2;4;3;1;3;15;16;Lento
193_1;#0193;Yanma;;Yanma;B sico;Begginer;Bicho;Volador;Impulso;Ojocompuesto;Cacheo;2;1;3;1;3;3;13;13;Normal
194_1;#0194;Wooper;;Wooper;B sico;Starter;Agua;Tierra;Humedad;Absorbeagua;Ignorante;1;1;1;1;1;3;11;8;Lento
194_2;#0194;Wooper;Forma de Paldea;Wooper;B sico;Starter;Veneno;Tierra;Puntotoxico;Absorbeagua;Ignorante;1;1;1;1;1;3;11;8;Lento
195_1;#0195;Quagsire;;Wooper;Avanzada;Amateur;Agua;Tierra;Humedad;Absorbeagua;Ignorante;3;3;2;2;1;3;15;14;Lento
196_1;#0196;Espeon;;Eevee;Avanzada;Pro;Psiquico;NA;Sincronia;Sincronia;Espejomagico;2;2;5;3;4;3;19;19;Rapido
197_1;#0197;Umbreon;;Eevee;Avanzada;Ace;Siniestro;NA;Sincronia;Sincronia;Fuerzamental;2;4;2;5;2;3;17;18;Normal
198_1;#0198;Murkrow;;Murkrow;B sico;Amateur;Siniestro;Volador;Insomnio;Afortunado;Bromista;3;1;3;1;3;3;15;14;Normal
199_2;#0199;Slowking;Forma de Galar;Slowpoke;Avanzada;Ace;Veneno;Psiquico;Medicinaextra¤a;Ritmopropio;Regeneracion;2;3;4;4;1;3;17;17;Lento
199_1;#0199;Slowking;;Slowpoke;Avanzada;Ace;Agua;Psiquico;Despiste;Ritmopropio;Regeneracion;3;3;4;4;1;3;17;18;Lento
200_1;#0200;Misdreavus;;Misdreavus;B sico;Amateur;Fantasma;NA;Levitacion;Levitacion;Levitacion;2;2;3;3;3;3;15;16;Normal
201_1;#0201;UnownA;;Unown;Inicial;Starter;Psiquico;NA;Levitacion;Levitacion;Levitacion;2;1;2;1;1;2;8;9;Suave
202_1;#0202;Wobbuffet;;Wobbuffet;Inicial;Begginer;Psiquico;NA;Sombratrampa;Sombratrampa;Telepatia;1;2;1;2;1;5;19;12;Lento
203_1;#0203;Girafarig;;Girafarig;B sico;Amateur;Normal;Psiquico;Fuerzamental;Madrugar;Herbivoro;3;2;3;2;3;3;15;16;Normal
204_1;#0204;Pineco;;Pineco;B sico;Begginer;Bicho;NA;Robustez;Robustez;Funda;2;3;1;1;1;3;13;11;Lento
205_1;#0205;Forretress;;Pineco;Avanzada;Amateur;Bicho;Acero;Robustez;Robustez;Funda;3;5;2;2;1;3;15;16;Suave
206_1;#0206;Dunsparce;;Dunsparce;Inicial;Begginer;Normal;NA;Dicha;Fuga;Cobardia;2;2;2;2;1;4;16;13;Suave
207_1;#0207;Gligar;;Gligar;B sico;Amateur;Tierra;Volador;Cortefuerte;Veloarena;Inmunidad;3;4;1;2;3;3;15;16;Normal
208_1;#0208;Steelix;;Onix;Avanzada;Pro;Acero;Tierra;Cabezaroca;Robustez;Potenciabruta;3;8;2;2;1;3;19;19;Lento
208_2;#0208;Steelix;Mega-Steelix;Onix;Mega;Legend;Acero;Tierra;Poderarena;Poderarena;Poderarena;5;9;2;3;1;3;25;23;Lento
209_1;#0209;Snubbull;;Snubbull;B sico;Begginer;Hada;NA;Intimidacion;Fuga;Cobardia;3;2;1;1;1;3;13;11;Lento
210_1;#0210;Granbull;;Snubbull;Avanzada;Amateur;Hada;NA;Intimidacion;Piesrapidos;Cobardia;4;3;2;2;1;3;15;15;Suave
211_1;#0211;Qwilfish;;Qwilfish;B sico;Amateur;Agua;Veneno;Nadorapido;Puntotoxico;Intimidacion;3;3;2;2;3;3;15;16;Normal
211_2;#0211;Qwilfish;Forma de Hisui;Qwilfish;B sico;Amateur;Siniestro;Veneno;Nadorapido;Puntotoxico;Intimidacion;3;3;2;2;3;3;15;16;Normal
212_1;#0212;Scizor;;Scyther;Avanzada;Pro;Bicho;Acero;Enjambre;Experto;Metalliviano;5;4;2;3;2;3;19;19;Normal
212_2;#0212;Scizor;Mega-Scizor;Scyther;Mega;Legend;Bicho;Acero;Experto;Experto;Experto;6;5;2;4;3;3;25;23;Normal
213_1;#0213;Shuckle;;Shuckle;Inicial;Amateur;Bicho;Roca;Robustez;Gula;Respondon;1;9;1;9;1;2;12;23;Lento
214_1;#0214;Heracross;;Heracross;B sico;Ace;Bicho;Lucha;Enjambre;Agallas;Autoestima;5;3;1;3;3;3;17;18;Normal
214_2;#0214;Heracross;Mega-Heracross;Heracross;Mega;Legend;Bicho;Lucha;Encadenado;Encadenado;Encadenado;7;4;1;4;3;3;25;22;Normal
215_1;#0215;Sneasel;;Sneasel;B sico;Amateur;Siniestro;Hielo;Fuerzamental;Vistalince;Hurto;3;2;1;3;4;3;15;16;Rapido
215_2;#0215;Sneasel;Forma de Hisui;Sneasel;B sico;Amateur;Lucha;Veneno;Fuerzamental;Vistalince;Hurto;3;2;1;3;4;3;15;16;Rapido
216_1;#0216;Teddiursa;;Teddiursa;B sico;Begginer;Normal;NA;Recogida;Piesrapidos;Recogemiel;3;2;2;2;1;3;13;13;Suave
217_1;#0217;Ursaring;;Teddiursa;Avanzada;Pro;Normal;NA;Agallas;Piesrapidos;Nerviosismo;5;3;3;3;2;3;19;19;Suave
218_1;#0218;Slugma;;Slugma;B sico;Starter;Fuego;NA;Cuerpollama;Escudomagma;Armadurafragil;1;1;2;1;1;2;8;8;Lento
219_1;#0219;Magcargo;;Slugma;Avanzada;Amateur;Fuego;Roca;Cuerpollama;Escudomagma;Armadurafragil;2;4;3;3;1;3;15;16;Lento
220_1;#0220;Swinub;;Swinub;B sico;Begginer;Hielo;Tierra;Despiste;Mantoniveo;Sebo;2;1;1;1;2;3;13;10;Suave
221_1;#0221;Piloswine;;Swinub;Avanzada;Ace;Hielo;Tierra;Despiste;Mantoniveo;Sebo;4;3;2;2;2;4;20;17;Suave
222_1;#0222;Corsola;;Corsola;B sico;Amateur;Agua;Roca;Curanatural;Entusiasmo;Regeneracion;2;3;2;3;1;3;15;14;Lento
222_2;#0222;Corsola;Forma de Galar;Corsola;B sico;Amateur;Fantasma;NA;Armadurafragil;Armadurafragil;Cuerpomaldito;2;4;2;4;1;3;15;16;Lento
223_1;#0223;Remoraid;;Remoraid;B sico;Begginer;Agua;NA;Entusiasmo;Francotirador;Veleta;2;1;2;1;2;2;10;10;Normal
224_1;#0224;Octillery;;Remoraid;Avanzada;Ace;Agua;NA;Ventosas;Francotirador;Veleta;4;3;4;3;1;3;17;18;Suave
225_1;#0225;Delibird;;Delibird;Inicial;Begginer;Hielo;Volador;Entusiasmo;Espirituvital;Insomnio;2;1;2;1;3;2;10;11;Normal
226_1;#0226;Mantine;;Mantine;Inicial;Amateur;Agua;Volador;Absorbeagua;Nadorapido;Veloagua;1;2;3;5;2;3;15;16;Normal
227_1;#0227;Skarmory;;Skarmory;Inicial;Amateur;Acero;Volador;Robustez;Vistalince;Armadurafragil;3;5;1;2;2;3;15;16;Normal
228_1;#0228;Houndour;;Houndour;B sico;Begginer;Siniestro;Fuego;Absorbefuego;Madrugar;Nerviosismo;2;1;3;2;2;2;10;12;Normal
229_1;#0229;Houndoom;;Houndour;Avanzada;Ace;Siniestro;Fuego;Absorbefuego;Madrugar;Nerviosismo;3;2;4;3;3;3;17;18;Normal
229_2;#0229;Houndoom;Mega-Houndoom;Houndour;Mega;Legend;Siniestro;Fuego;Podersolar;Podersolar;Podersolar;3;3;5;3;4;3;25;21;Rapido
230_1;#0230;Kingdra;;Horsea;Avanzada;Ace;Agua;Dragon;Nadorapido;Francotirador;Humedad;3;3;3;3;3;3;17;18;Normal
231_1;#0231;Phanpy;;Phanpy;B sico;Begginer;Tierra;NA;Recogida;Recogida;Veloarena;2;2;1;1;1;3;13;10;Suave
232_1;#0232;Donphan;;Phanpy;Avanzada;Ace;Tierra;NA;Robustez;Robustez;Veloarena;4;4;2;2;2;3;17;17;Suave
233_1;#0233;Porygon2;;Porygon;Avanzada;Ace;Normal;NA;Calco;Descarga;Calculofinal;3;3;4;3;2;3;17;18;Suave
234_1;#0234;Stantler;;Stantler;Inicial;Amateur;Normal;NA;Intimidacion;Cacheo;Herbivoro;3;2;3;2;3;3;15;16;Normal
235_1;#0235;Smeargle;;Smeargle;Inicial;Begginer;Normal;NA;Ritmopropio;Experto;Veleta;1;1;1;1;3;3;13;10;Normal
236_1;#0236;Tyrogue;;Tyrogue;Beb‚;Starter;Lucha;NA;Agallas;Impasible;Espirituvital;1;1;1;1;1;2;8;7;Lento
237_1;#0237;Hitmontop;;Tyrogue;Avanzada;Amateur;Lucha;NA;Intimidacion;Experto;Impasible;3;3;1;4;2;3;15;16;Normal
238_1;#0238;Smoochum;;Jynx;Beb‚;Begginer;Hielo;Psiquico;Despiste;Alerta;Hidratacion;1;1;3;2;2;2;10;11;Normal
239_1;#0239;Elekid;;Electabuzz;Beb‚;Begginer;Electrico;NA;Electricidadestatica;Electricidadestatica;Espirituvital;2;1;2;2;3;2;10;12;Normal
240_1;#0240;Magby;;Magmar;Beb‚;Begginer;Fuego;NA;Cuerpollama;Cuerpollama;Espirituvital;3;1;2;2;3;2;10;13;Normal
241_1;#0241;Miltank;;Miltank;Inicial;Ace;Normal;NA;Sebo;Intrepido;Herbivoro;3;4;1;2;4;3;17;17;Rapido
242_1;#0242;Blissey;;Chansey;Avanzada;Ace;Normal;NA;Curanatural;Dicha;Almacura;1;1;3;5;2;7;29;19;Suave
243_1;#0243;Raikou;;Raikou;Legendario;Legend;Electrico;NA;Presion;Presion;Fuerzamental;3;3;4;4;4;3;25;21;Rapido
244_1;#0244;Entei;;Entei;Legendario;Legend;Fuego;NA;Presion;Presion;Fuerzamental;4;3;3;3;4;4;28;21;Rapido
245_1;#0245;Suicune;;Suicune;Legendario;Legend;Agua;NA;Presion;Presion;Fuerzamental;3;4;3;4;3;4;28;21;Normal
246_1;#0246;Larvitar;;Larvitar;B sico;Begginer;Roca;Tierra;Agallas;Agallas;Veloarena;2;2;1;2;1;3;13;11;Suave
247_1;#0247;Pupitar;;Larvitar;Evoluci¢n;Amateur;Roca;Tierra;Mudar;Mudar;Mudar;3;2;2;2;2;3;15;14;Suave
248_1;#0248;Tyranitar;;Larvitar;Avanzada;Pro;Roca;Siniestro;Chorroarena;Chorroarena;Nerviosismo;5;4;3;4;2;4;22;22;Suave
248_2;#0248;Tyranitar;Mega-Tyranitar;Larvitar;Mega;Legend;Roca;Siniestro;Chorroarena;Chorroarena;Chorroarena;6;6;3;4;2;4;28;25;Normal
249_1;#0249;Lugia;;Lugia;Legendario;Legend;Psiquico;Volador;Presion;Presion;Multiescamas;3;5;3;6;4;4;28;25;Fugaz
250_1;#0250;Ho-Oh;;Ho-Oh;Legendario;Legend;Fuego;Volador;Presion;Presion;Regeneracion;5;3;4;6;3;4;28;25;Normal
251_1;#0251;Celebi;;Celebi;Legendario;Legend;Psiquico;Planta;Curanatural;Curanatural;Curanatural;4;4;4;4;4;4;28;24;Fugaz
252_1;#0252;Treecko;;Treecko;B sico;Begginer;Planta;NA;Espesura;Espesura;Liviano;1;1;2;2;2;2;10;10;Normal
253_1;#0253;Grovyle;;Treecko;Evoluci¢n;Amateur;Planta;NA;Espesura;Espesura;Liviano;2;1;3;2;3;3;15;14;Normal
254_1;#0254;Sceptile;;Treecko;Avanzada;Pro;Planta;NA;Espesura;Espesura;Liviano;3;2;4;3;4;3;19;19;Rapido
254_2;#0254;Sceptile;Mega-Sceptile;Treecko;Mega;Legend;Planta;Dragon;Pararrayos;Pararrayos;Pararrayos;4;3;5;3;5;3;25;23;Fugaz
255_1;#0255;Torchic;;Torchic;B sico;Begginer;Fuego;NA;Marllamas;Marllamas;Impulso;2;1;2;2;1;2;10;10;Suave
256_1;#0256;Combusken;;Torchic;Evoluci¢n;Amateur;Fuego;Lucha;Marllamas;Marllamas;Impulso;3;2;3;2;2;3;15;15;Suave
257_1;#0257;Blaziken;;Torchic;Avanzada;Ace;Fuego;Lucha;Marllamas;Marllamas;Impulso;4;2;4;2;3;3;17;18;Normal
257_2;#0257;Blaziken;Mega-Blaziken;Torchic;Mega;Legend;Fuego;Lucha;Impulso;Impulso;Impulso;6;3;5;3;4;3;25;24;Fugaz
258_1;#0258;Mudkip;;Mudkip;B sico;Begginer;Agua;NA;Torrente;Torrente;Humedad;2;2;2;2;1;3;13;12;Suave
259_1;#0259;Marshtomp;;Mudkip;Evoluci¢n;Amateur;Agua;Tierra;Torrente;Torrente;Humedad;3;2;2;2;2;3;15;14;Suave
260_1;#0260;Swampert;;Mudkip;Avanzada;Pro;Agua;Tierra;Torrente;Torrente;Humedad;4;3;3;3;2;4;22;19;Suave
260_2;#0260;Swampert;Mega-Swampert;Mudkip;Mega;Legend;Agua;Tierra;Nadorapido;Nadorapido;Nadorapido;6;4;3;4;2;4;28;23;Normal
261_1;#0261;Poochyena;;Poochyena;B sico;Starter;Siniestro;NA;Fuga;Piesrapidos;Cobardia;2;1;1;1;1;2;8;8;Lento
262_1;#0262;Mightyena;;Poochyena;Avanzada;Amateur;Siniestro;NA;Intimidacion;Piesrapidos;Autoestima;3;2;2;2;2;3;15;14;Normal
263_1;#0263;Zigzagoon;;Zigzagoon;B sico;Starter;Normal;NA;Recogida;Gula;Piesrapidos;1;1;1;1;2;2;8;8;Suave
263_2;#0263;Zigzagoon;Forma de Galar;Zigzagoon;B sico;Starter;Siniestro;Normal;Recogida;Gula;Piesrapidos;1;1;1;1;2;2;8;8;Suave
264_1;#0264;Linoone;;Zigzagoon;Avanzada;Amateur;Normal;NA;Recogida;Gula;Piesrapidos;2;2;2;2;4;3;15;15;Rapido
264_2;#0264;Linoone;Forma de Galar;Zigzagoon;Avanzada;Amateur;Siniestro;Normal;Recogida;Gula;Piesrapidos;2;2;2;2;4;3;15;15;Rapido
265_1;#0265;Wurmple;;Wurmple;B sico;Starter;Bicho;NA;Polvoescudo;Polvoescudo;Fuga;1;1;1;1;1;2;8;7;Lento
