ID;Movimiento;Tipo;DMG;CD;Tiempo;Atributo;Habilidad;Acc;Efecto;Efecto RPG;Base;Blanco;Prioridad;Distancia;Categoria;Nivel;Name;Comando;Moves
ID_158;Hipercolmillo;Normal;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;-1;10% de hacer retroceder al rival.;"CD 18 de causar Retroceso
/r [[1d20]]";Fisico;Elegido;0;Contacto (5ft);"Mordisco; Retroceso";Begginer;Hipercolmillo (2A);"/me Hipercolmillo
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} -1]]
Tipo: Normal ; Da§o:
[[@{Fuerza} + 1d8]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 18 de causar Retroceso
/r [[1d20]]
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Mordisco; Retroceso";Hyper Fang
ID_161;Triataque;Normal;DB + 1d8;1 Ronda;2 Acciones;Destreza;Lanzar;+1;20% de quemar, congelar o paralizar al rival.;"CD 16 de provocar un cambio de estado (1.Quemar; 2.Congelar; 3.Paralizar)
/r [[1d20]] + [[1d3]]";Especial;Elegido;0;Lanzar (25 ft);"Quemadura; Paralisis; Congelacion";Amateur;Triataque (2A);"/me Triataque
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Lanzar} +@{Precision} +1]]
Tipo: Normal ; Da§o:
[[@{Energia} + 1d8]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 16 de provocar un cambio de estado (1.Quemar; 2.Congelar; 3.Paralizar)
/r [[1d20]] + [[1d3]]
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: Quemadura; Paralisis; Congelacion";Tri Attack
ID_162;Superdiente;Normal;2;1 Ronda;2 Acciones;Destreza;Combatir;-1;Causa un da§o equivalente a la mitad del PS que le queda al Pokemon rival.;El movimiento da§a directamente al rival ignorando Defensas, aplica Debilidad o Resistencia;Fisico;Elegido;0;Contacto (5ft);-;Amateur;Superdiente (2A);"/me Superdiente
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} -1]]
Tipo: Normal ; Da§o:
[[2]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: El movimiento da§a directamente al rival ignorando Defensas, aplica Debilidad o Resistencia
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: -";Super Fang
ID_163;Cuchillada;Normal;DB + 1d8;0 Rondas;2 Acciones;Destreza;Combatir;+1;Alta probabilidad de Golpe Critico.;Reduce valor critico en 1;Fisico;Elegido;0;Contacto (5ft);"Corte; Preciso";Ace;Cuchillada (2A);"/me Cuchillada
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +1]]
Tipo: Normal ; Da§o:
[[@{Fuerza} + 1d8]]
CoolDown: 0 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Reduce valor critico en 1
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Corte; Preciso";Slash
ID_164;Sustituto;Normal;-;1 Ronda;3 Acciones;Destreza;Sigilo;+0;Crea un Sustituto con el 25% del PS maximo del usuario.;Recibiendo un da§o equivalente a su CAR. Genera un doble con vida equivalente su CAR el cual imita los movimientos del usuario y recibe cualquier da§o dirigido al mismo hasta romperse, s¢lo el sustituto recibe da§os dentro de un rango de efecto. Los movimientos de sonido impactan siempre al Usuario directamente.;Otros;Usuario;0;Corta (10ft);-;Amateur;Sustituto (3A);"/me Sustituto
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Sigilo} +@{Precision} +0]]
Tipo: Normal ; Da§o:
-
CoolDown: 1 Ronda ; Tiempo: 3 Acciones
Prioridad: 0
Efecto: Recibiendo un da§o equivalente a su CAR. Genera un doble con vida equivalente su CAR el cual imita los movimientos del usuario y recibe cualquier da§o dirigido al mismo hasta romperse, s¢lo el sustituto recibe da§os dentro de un rango de efecto. Los movimientos de sonido impactan siempre al Usuario directamente.
Tags: Corta (10ft)/ Blanco: Usuario/ Tags: -";Substitute
ID_165;Forcejeo;Sin Tipo;1;2 / Ronda;1 Accion;Destreza;Combatir-Canalizar;+0;Puede ser usado ilimitadas veces por cualquier Pokemon que haya agotado los PP de todos sus movimientos o no los pueda usar. Causa da§o de retroceso del 25% del PS max.;El movimiento realiza 1 de da§o.;Fisico;Elegido;0;Contacto (5ft);Recoil;Starter;Forcejeo (1A);"/me Forcejeo
Nivel: Starter (CD: 2)
/r 1d20 + [[@{Destreza} + @{?{Tipo de Da§o| Fisico(@{selected|Combatir})| Especial(@{selected|Canalizar})}} +@{Precision} +0]]
Tipo: Sin Tipo ; Da§o:
[[1]]
CoolDown: 2 / Ronda ; Tiempo: 1 Accion
Prioridad: 0
Efecto: El movimiento realiza 1 de da§o.
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Recoil";Struggle
ID_169;Telara§a;Bicho;-;0 Rondas;1 Accion;Sabiduria;Sigilo;+0;Impide al rival ser intercambiado, salvo usando Relevo, Ida y Vuelta, Voltiocambio o ultima Palabra, o si tiene Muda Concha o Boton Escape.;"Esparce telara§as en el campo con CD igual a la precision obtenida, las cuales causan 1 de da§o de tipo Bicho al moverse sobre ellas sin evitarlas. Adicionalmente, lanza una CD 10  para bloquear al blanco.
/r [[1d3]]";Otros;Campo;0;Campo (50 ft);"Trampa; Prision";Amateur;Telara§a (1A);"/me Telara§a
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Sabiduria} + @{Sigilo} +@{Precision} +0]]
Tipo: Bicho ; Da§o:
-
CoolDown: 0 Rondas ; Tiempo: 1 Accion
Prioridad: 0
Efecto: Esparce telara§as en el campo con CD igual a la precision obtenida, las cuales causan 1 de da§o de tipo Bicho al moverse sobre ellas sin evitarlas. Adicionalmente, lanza una CD 10  para bloquear al blanco.
/r [[1d3]]
Tags: Campo (50 ft)/ Blanco: Campo/ Tags: Trampa; Prision";Spider Web
ID_170;Telepata;Normal;-;2 Rondas;1 Accion;Sabiduria;Empatia;+0;El siguiente movimiento que utilice el Pokemon no fallara.;Aumenta +6 ACC al siguiente movimiento del usuario;Otros;Usuario;0;-;-;Ace;Telepata (1A);"/me Telepata
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Sabiduria} + @{Empatia} +@{Precision} +0]]
Tipo: Normal ; Da§o:
-
CoolDown: 2 Rondas ; Tiempo: 1 Accion
Prioridad: 0
Efecto: Aumenta +6 ACC al siguiente movimiento del usuario
Tags: -/ Blanco: Usuario/ Tags: -";Mind Reader
ID_172;Rueda Fuego;Fuego;DB + 1d6 + 1;0 Rondas;2 Acciones;Destreza;Combatir;+1;10% de quemar al rival. Puede ser utilizado incluso cuando el Pokemon esta congelado, curando automaticamente la congelacion.;"CD 18 de Quemar al rival.
/r [[1d20]]";Fisico;Elegido;0;Contacto (5ft);Quemadura;Begginer;Rueda Fuego (2A);"/me Rueda Fuego
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +1]]
Tipo: Fuego ; Da§o:
[[@{Fuerza} + 1d6 + 1]]
CoolDown: 0 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 18 de Quemar al rival.
/r [[1d20]]
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Quemadura";Flame Wheel
ID_173;Ronquido;Normal;DB + 1d6;1 Ronda;2 Acciones;Energia;Presentar;+1;30% de hacer retroceder al rival. Solo puede ser utilizado cuando el Pokemon esta dormido.;"CD 14 de causar Retroceso. Solo sirve si el usuario se encuentra Dormido
/r [[1d20]]";Especial;Oponentes;0;Cono (15 ft);"Sonido; Retroceso";Amateur;Ronquido (2A);"/me Ronquido
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Energia} + @{Presentar} +@{Precision} +1]]
Tipo: Normal ; Da§o:
[[@{Energia} + 1d6]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 14 de causar Retroceso. Solo sirve si el usuario se encuentra Dormido
/r [[1d20]]
Tags: Cono (15 ft)/ Blanco: Oponentes/ Tags: Sonido; Retroceso";Snore
ID_174;Maldicion;Fantasma;-;1 Ronda;2 Acciones;Vitalidad;Empatia;+0;Aumenta un nivel el Ataque y la Defensa y reduce un nivel la Velocidad al usuario. Usado por un Fantasma, pierde 50% de PS max. y el rival pierde un 25% de PS cada turno.;"Si el Usuario es de tipo Fantasma, se da§a equivalente al doble de su CAR y el Blanco es da§ado con un valor igual a su CAR al final de cada ronda.
En otro caso, Aumenta +1 Fue y VIT, y Reduce -1 DES el Usuario.";Otros;Elegido;0;Corta (10ft);-;Amateur;Maldicion (2A);"/me Maldicion
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Vitalidad} + @{Empatia} +@{Precision} +0]]
Tipo: Fantasma ; Da§o:
-
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Si el Usuario es de tipo Fantasma, se da§a equivalente al doble de su CAR y el Blanco es da§ado con un valor igual a su CAR al final de cada ronda.
En otro caso, Aumenta +1 Fue y VIT, y Reduce -1 DES el Usuario.
Tags: Corta (10ft)/ Blanco: Elegido/ Tags: -";Curse
ID_175;Azote;Normal;Xd4;1 Ronda;2 Acciones;Destreza;Combatir;+1;El poder base de este movimiento es mayor cuanto menor el PS restante del usuario.;El da§o de este movimiento aumenta 1d4 por cada punto de PS perdido del Usuario  (Max 5d4);Fisico;Elegido;0;Contacto (5ft);Creciente;Ace;Azote (2A);"/me Azote
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +1]]
Tipo: Normal ; Da§o:
Xd4
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: El da§o de este movimiento aumenta 1d4 por cada punto de PS perdido del Usuario  (Max 5d4)
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Creciente";Flail
ID_177;Aerochorro;Volador;DB + 1d6 + 2;2 Rondas;2 Acciones;Energia;Canalizar;+0;Alta probabilidad de Golpe Critico.;Reduce valor critico en 1;Especial;Elegido;0;Larga (40 ft);Preciso;Amateur;Aerochorro (2A);"/me Aerochorro
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Energia} + @{Canalizar} +@{Precision} +0]]
Tipo: Volador ; Da§o:
[[@{Energia} + 1d6 + 2]]
CoolDown: 2 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Reduce valor critico en 1
Tags: Larga (40 ft)/ Blanco: Elegido/ Tags: Preciso";Aeroblast
ID_179;Inversion;Lucha;Xd4;1 Ronda;3 Acciones;Vitalidad;Combatir;+1;El poder base de este movimiento es mayor cuanto menor el PS restante del usuario.;El da§o de este movimiento aumenta 1d4 por cada punto de PS perdido del Usuario  (Max 5d4);Fisico;Elegido;0;Contacto (5ft);Creciente;Amateur;Inversion (3A);"/me Inversion
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Vitalidad} + @{Combatir} +@{Precision} +1]]
Tipo: Lucha ; Da§o:
Xd4
CoolDown: 1 Ronda ; Tiempo: 3 Acciones
Prioridad: 0
Efecto: El da§o de este movimiento aumenta 1d4 por cada punto de PS perdido del Usuario  (Max 5d4)
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Creciente";Reversal
ID_180;Rencor;Fantasma;-;1 Ronda;2 Acciones;Carisma;Etiqueta;+1;El ultimo movimiento utilizado por el rival vera reducidos sus PP en 4.;Aumenta el costo en tiempo de la ultima accion usada por el rival en 1 (Si era reaccion costara 1 accion) por 4 Rondas. No acomulable;Otros;Elegido;0;Lanzar (25 ft);-;Amateur;Rencor (2A);"/me Rencor
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Carisma} + @{Etiqueta} +@{Precision} +1]]
Tipo: Fantasma ; Da§o:
-
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Aumenta el costo en tiempo de la ultima accion usada por el rival en 1 (Si era reaccion costara 1 accion) por 4 Rondas. No acomulable
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: -";Spite
ID_181;Nieve Polvo;Hielo;DB + 1d4 + 1;0 Rondas;2 Acciones;Destreza;Canalizar;+1;10% de congelar al rival.;"CD 18 de Congelar al rival
/r [[1d20]]";Especial;Oponentes;0;Cono (15 ft);Congelacion;Begginer;Nieve Polvo (2A);"/me Nieve Polvo
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Canalizar} +@{Precision} +1]]
Tipo: Hielo ; Da§o:
[[@{Energia} + 1d4 + 1]]
CoolDown: 0 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 18 de Congelar al rival
/r [[1d20]]
Tags: Cono (15 ft)/ Blanco: Oponentes/ Tags: Congelacion";Powder Snow
ID_182;Proteccion;Normal;-;1 Ronda;Reaccion;Vitalidad;Atletismo;+0;Evita todo da§o directo y efectos de movimientos del rival.;Evita todo da§o directo y efectos de movimientos del rival.;Otros;Usuario;5;Propio;Escudo;Amateur;Proteccion (R);"/me Proteccion
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Vitalidad} + @{Atletismo} +@{Precision} +0]]
Tipo: Normal ; Da§o:
-
CoolDown: 1 Ronda ; Tiempo: Reaccion
Prioridad: 5
Efecto: Evita todo da§o directo y efectos de movimientos del rival.
Tags: Propio/ Blanco: Usuario/ Tags: Escudo";Protect
ID_183;Ultrapu§o;Lucha;DB + 1d4 + 1;0 Rondas;Reaccion;Destreza;Acrobacias;+1;Golpea primero.;Sin Efecto;Fisico;Elegido;2;Contacto (5ft);Pu§o;Begginer;Ultrapu§o (R);"/me Ultrapu§o
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Acrobacias} +@{Precision} +1]]
Tipo: Lucha ; Da§o:
[[@{Fuerza} + 1d4 + 1]]
CoolDown: 0 Rondas ; Tiempo: Reaccion
Prioridad: 2
Efecto: Sin Efecto
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Pu§o";Mach Punch
ID_184;Cara Susto;Normal;-;1 Ronda;2 Acciones;Carisma;Etiqueta;+1;Baja dos niveles la Velocidad al rival.;Reduce -2 DES;Otros;Elegido;0;-;-;Begginer;Cara Susto (2A);"/me Cara Susto
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Carisma} + @{Etiqueta} +@{Precision} +1]]
Tipo: Normal ; Da§o:
-
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Reduce -2 DES
Tags: -/ Blanco: Elegido/ Tags: -";Scary Face
ID_185;Finta;Siniestro;DB + 1d6 + 1;0 Rondas;2 Acciones;Destreza;Combatir;+0;Siempre golpea.;No puede ser Esquivado;Fisico;Elegido;0;Contacto (5ft);-;Begginer;Finta (2A);"/me Finta
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +0]]
Tipo: Siniestro ; Da§o:
[[@{Fuerza} + 1d6 + 1]]
CoolDown: 0 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: No puede ser Esquivado
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: -";Feint Attack
ID_187;Tambor;Normal;-;1 Ronda;3 Acciones;Carisma;Presentar;+0;Aumenta seis niveles el Ataque al usuario, que pierde la mitad de su PS maximo. Si el usuario tiene 50% de PS o menos, el movimiento falla.;Recibiendo un da§o equivalente al 50% de su vida maxima. Aumenta  +4 FUE;Otros;Usuario;0;-;-;Amateur;Tambor (3A);"/me Tambor
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Carisma} + @{Presentar} +@{Precision} +0]]
Tipo: Normal ; Da§o:
-
CoolDown: 1 Ronda ; Tiempo: 3 Acciones
Prioridad: 0
Efecto: Recibiendo un da§o equivalente al 50% de su vida maxima. Aumenta  +4 FUE
Tags: -/ Blanco: Usuario/ Tags: -";Belly Drum
ID_188;Bomba Lodo;Veneno;DB + 2d4;1 Ronda;2 Acciones;Destreza;Lanzar;+1;30% de envenenar al rival.;"CD 14 de Envenenar al rival
/r [[1d20]]";Especial;Elegido;0;Lanzar (25 ft);"Proyectil; Veneno";Amateur;Bomba Lodo (2A);"/me Bomba Lodo
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Lanzar} +@{Precision} +1]]
Tipo: Veneno ; Da§o:
[[@{Energia} + 2d4]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 14 de Envenenar al rival
/r [[1d20]]
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: Proyectil; Veneno";Sludge Bomb
ID_189;Bofeton Lodo;Tierra;DB + 1d4;1 Ronda;2 Acciones;Destreza;Lanzar;+1;100% de reducir un nivel la Precision al rival.;Reduce -1 ACC;Especial;Elegido;0;Corta (10ft);-;Starter;Bofeton Lodo (2A);"/me Bofeton Lodo
Nivel: Starter (CD: 2)
/r 1d20 + [[@{Destreza} + @{Lanzar} +@{Precision} +1]]
Tipo: Tierra ; Da§o:
[[@{Energia} + 1d4]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Reduce -1 ACC
Tags: Corta (10ft)/ Blanco: Elegido/ Tags: -";Mud-Slap
ID_190;Pulpoca§on;Agua;DB + 1d6 + 1;1 Ronda;2 Acciones;Destreza;Lanzar;-2;50% de reducir un nivel la Precision al rival.;"CD 10 de Reducir -1 ACC
/r [[1d20]]";Especial;Elegido;0;Larga (40 ft);Proyectil;Begginer;Pulpoca§on (2A);"/me Pulpoca§on
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Lanzar} +@{Precision} -2]]
Tipo: Agua ; Da§o:
[[@{Energia} + 1d6 + 1]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 10 de Reducir -1 ACC
/r [[1d20]]
Tags: Larga (40 ft)/ Blanco: Elegido/ Tags: Proyectil";Octazooka
ID_191;Puas;Tierra;-;0 Rondas;1 Accion;Destreza;Sigilo;+0;El Pokemon que salga a luchar recibira un da§o equivalente al 12.5% de PS (16.66% con 2 filas, 25% con 3 filas). No afecta a Pokemon voladores o levitadores.;"Planta trampas en el campo con CD igual a la precision obtenida, las cuales causan 1 de da§o de tipo tierra al moverse sobre ellas sin evitarlas. Pueden stackearse hasta 3 veces, contando solamente 1 vez el bonificador de resistencia en ese caso.
/r [[2d4]]";Otros;Campo;0;Campo (50 ft);Trampa;Amateur;Puas (1A);"/me Puas
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Sigilo} +@{Precision} +0]]
Tipo: Tierra ; Da§o:
-
CoolDown: 0 Rondas ; Tiempo: 1 Accion
Prioridad: 0
Efecto: Planta trampas en el campo con CD igual a la precision obtenida, las cuales causan 1 de da§o de tipo tierra al moverse sobre ellas sin evitarlas. Pueden stackearse hasta 3 veces, contando solamente 1 vez el bonificador de resistencia en ese caso.
/r [[2d4]]
Tags: Campo (50 ft)/ Blanco: Campo/ Tags: Trampa";Spikes
ID_192;Electroca§on;Electrico;DB + 2d6;2 Rondas;2 Acciones;Destreza;Lanzar;-4;100% de paralizar al rival.; Paraliza al Rival.;Especial;Elegido;0;Larga (40 ft);"Proyectil; Paralisis";Ace;Electroca§on (2A);"/me Electroca§on
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Destreza} + @{Lanzar} +@{Precision} -4]]
Tipo: Electrico ; Da§o:
[[@{Energia} + 2d6]]
CoolDown: 2 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto:  Paraliza al Rival.
Tags: Larga (40 ft)/ Blanco: Elegido/ Tags: Proyectil; Paralisis";Zap Cannon
ID_196;Viento Hielo;Hielo;DB + 1d6;1 Ronda;2 Acciones;Destreza;Canalizar;+0;100% de reducir un nivel la Velocidad al rival.;Reduce -1 DES;Especial;Oponentes;0;Cono (15 ft);-;Amateur;Viento Hielo (2A);"/me Viento Hielo
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Canalizar} +@{Precision} +0]]
Tipo: Hielo ; Da§o:
[[@{Energia} + 1d6]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Reduce -1 DES
Tags: Cono (15 ft)/ Blanco: Oponentes/ Tags: -";Icy Wind
ID_197;Deteccion;Lucha;-;1 Ronda;Reaccion;Sabiduria;Percepcion;+0;Evita todo da§o directo y efectos de movimientos del rival. Su precision se reduce con cada uso consecutivo.;Evita todo da§o directo y efectos de movimientos del rival.;Otros;Usuario;5;Propio;Escudo;Begginer;Deteccion (R);"/me Deteccion
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Sabiduria} + @{Percepcion} +@{Precision} +0]]
Tipo: Lucha ; Da§o:
-
CoolDown: 1 Ronda ; Tiempo: Reaccion
Prioridad: 5
Efecto: Evita todo da§o directo y efectos de movimientos del rival.
Tags: Propio/ Blanco: Usuario/ Tags: Escudo";Detect
ID_198;Ataque oseo;Tierra;DB + 1d4;1 Ronda;1 Accion;Destreza;Lanzar;-2;Golpea de 2 a 5 veces seguidas.;Puede usarse consecutivamente;Fisico;Elegido;0;Lanzar (25 ft);Recurrente;Amateur;Ataque oseo (1A);"/me Ataque oseo
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Lanzar} +@{Precision} -2]]
Tipo: Tierra ; Da§o:
[[@{Fuerza} + 1d4]]
CoolDown: 1 Ronda ; Tiempo: 1 Accion
Prioridad: 0
Efecto: Puede usarse consecutivamente
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: Recurrente";Bone Rush
ID_199;Fijar Blanco;Normal;-;2 Rondas;1 Accion;Sabiduria;Percepcion;+0;El siguiente movimiento que utilice el Pokemon no fallara.;Aumenta +6 ACC al siguiente movimiento del usuario;Otros;Usuario;0;-;-;Ace;Fijar Blanco (1A);"/me Fijar Blanco
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Sabiduria} + @{Percepcion} +@{Precision} +0]]
Tipo: Normal ; Da§o:
-
CoolDown: 2 Rondas ; Tiempo: 1 Accion
Prioridad: 0
Efecto: Aumenta +6 ACC al siguiente movimiento del usuario
Tags: -/ Blanco: Usuario/ Tags: -";Lock-On
ID_201;Tormenta Arena;Roca;-;1 Ronda;3 Acciones;Fuerza;Naturaleza;+0;Provoca Tormenta de Arena.;Cambia el Clima por Tormenta de Arena. Dura 5 Rondas;Otros;Campo;0;Campo (50 ft);Clima;Amateur;Tormenta Arena (3A);"/me Tormenta Arena
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Fuerza} + @{Naturaleza} +@{Precision} +0]]
Tipo: Roca ; Da§o:
-
CoolDown: 1 Ronda ; Tiempo: 3 Acciones
Prioridad: 0
Efecto: Cambia el Clima por Tormenta de Arena. Dura 5 Rondas
Tags: Campo (50 ft)/ Blanco: Campo/ Tags: Clima";Sandstorm
ID_202;Gigadrenado;Planta;DB + 1d8;1 Ronda;2 Acciones;Energia;Empatia;+1;El usuario recupera PS equivalente a la mitad del da§o causado.;El usuario recupera PS equivalente a la mitad del da§o causado.;Especial;Elegido;0;Lanzar (25 ft);Drenaje;Ace;Gigadrenado (2A);"/me Gigadrenado
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Energia} + @{Empatia} +@{Precision} +1]]
Tipo: Planta ; Da§o:
[[@{Energia} + 1d8]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: El usuario recupera PS equivalente a la mitad del da§o causado.
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: Drenaje";Giga Drain
ID_208;Batido;Normal;-;2 Rondas;2 Acciones;Carisma;Cocinar;+0;El usuario recupera el 50% de su PS maximo.;El usuario recupera PS equivalente a su Car.;Otros;Usuario;0;Propio;Curacion;Amateur;Batido (2A);"/me Batido
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Carisma} + @{Cocinar} +@{Precision} +0]]
Tipo: Normal ; Da§o:
-
CoolDown: 2 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: El usuario recupera PS equivalente a su Car.
Tags: Propio/ Blanco: Usuario/ Tags: Curacion";Milk Drink
ID_209;Chispa;Electrico;DB + 1d6 + 1;0 Rondas;2 Acciones;Destreza;Canalizar;+1;30% de paralizar al rival.;"CD 14 de Paralizar al rivar
/r [[1d20]]";Fisico;Elegido;0;Contacto (5ft);Paralisis;Begginer;Chispa (2A);"/me Chispa
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Canalizar} +@{Precision} +1]]
Tipo: Electrico ; Da§o:
[[@{Fuerza} + 1d6 + 1]]
CoolDown: 0 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 14 de Paralizar al rivar
/r [[1d20]]
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Paralisis";Spark
ID_210;Corte Furia;Bicho;DB + 1d4 + 1;0 Rondas;2 Acciones;Destreza;Combatir;+0;Por cada turno que el ataque sea usado y acierte, su poder base se dobla, pero solo durante 4 turnos. Puedes usar otros movimientos entre medias sin perder el bonus.;El da§o de este movimiento aumenta 1d4 por cada ronda consecutiva sin fallar (Max 5d4);Fisico;Elegido;0;Contacto (5ft);"Corte; Creciente";Amateur;Corte Furia (2A);"/me Corte Furia
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +0]]
Tipo: Bicho ; Da§o:
[[@{Fuerza} + 1d4 + 1]]
CoolDown: 0 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: El da§o de este movimiento aumenta 1d4 por cada ronda consecutiva sin fallar (Max 5d4)
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Corte; Creciente";Fury Cutter
ID_211;Ala de Acero;Acero;DB + 1d8;0 Rondas;2 Acciones;Destreza;Combatir;-1;10% de aumentar un nivel la Defensa al usuario.;"CD 18 de Aumentar +1 VIT
/r [[1d20]]";Fisico;Elegido;0;Contacto (5ft);-;Amateur;Ala de Acero (2A);"/me Ala de Acero
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} -1]]
Tipo: Acero ; Da§o:
[[@{Fuerza} + 1d8]]
CoolDown: 0 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 18 de Aumentar +1 VIT
/r [[1d20]]
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: -";Steel Wing
ID_212;Mal de Ojo;Normal;-;1 Ronda;2 Acciones;Carisma;Etiqueta;+0;Impide al rival ser intercambiado, salvo usando Relevo, Ida y Vuelta, Voltiocambio o ultima Palabra, o si tiene Muda Concha o Boton Escape.;Bloquea al Blanco.;Otros;Elegido;0;Lanzar (25 ft);Prision;Amateur;Mal de Ojo (2A);"/me Mal de Ojo
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Carisma} + @{Etiqueta} +@{Precision} +0]]
Tipo: Normal ; Da§o:
-
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Bloquea al Blanco.
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: Prision";Mean Look
