ID;Ndex;Pokemon;Alternativo;Cadena;Etapa;Nivel;Tipo1;Tipo2;Habilidad_1;Habilidad_2;Habilidad_3;FUE;VIT;ENE;SAB;DES;CAR;PS_min;Total_min;Velocidad
0123_1;#0123;Scyther;Kanto;Scyther;Basico;Master;Bicho;Volador;Enjambre;Experto;Impasible;4;3;2;3;4;3;19;19;Rapido
0124_1;#0124;Jynx;Kanto;Jynx;Basico;Amateur;Hielo;Psiquico;Despiste;Alerta;Pielseca;2;1;4;3;3;3;15;16;Normal
0125_1;#0125;Electabuzz;Kanto;Electabuzz;Basico;Elite;Electrico;Electrico;Electricidadestatica;Electricidadestatica;Espirituvital;3;2;3;3;4;3;17;18;Rapido
0126_1;#0126;Magmar;Kanto;Magmar;Basico;Elite;Fuego;Fuego;Cuerpollama;Cuerpollama;Espirituvital;3;2;4;3;3;3;17;18;Normal
0127_1;#0127;Pinsir;Kanto;Pinsir;Basico;Master;Bicho;Bicho;Cortefuerte;Rompemoldes;Autoestima;5;4;2;2;3;3;19;19;Normal
0127_2;#0127;Pinsir;Mega;Pinsir;Mega;Legend;Bicho;Volador;Pielceleste;Pielceleste;Pielceleste;6;4;2;3;4;3;25;22;Rapido
0128_1;#0128;Tauros;Kanto;Tauros;Inicial;Elite;Normal;Normal;Intimidacion;Irascible;Potenciabruta;4;3;1;2;4;3;17;17;Rapido
0128_2;#0128;Tauros;Paldea;Tauros;Basico;Elite;Lucha;Lucha;Intimidacion;Irascible;Rumia;4;4;1;2;4;3;17;18;Rapido
0128_3;#0128;Tauros;Paldea;Tauros;Basico;Elite;Lucha;Fuego;Intimidacion;Irascible;Rumia;4;4;1;2;4;3;17;18;Rapido
0128_4;#0128;Tauros;Paldea;Tauros;Basico;Elite;Lucha;Agua;Intimidacion;Irascible;Rumia;4;4;1;2;4;3;17;18;Rapido
0129_1;#0129;Magikarp;Kanto;Magikarp;Basico;Begginer;Agua;Agua;Nadorapido;Nadorapido;Cobardia;1;2;1;1;3;2;10;10;Normal
0130_1;#0130;Gyarados;Kanto;Magikarp;Avanzada;Master;Agua;Volador;Intimidacion;Intimidacion;Autoestima;5;3;2;4;3;3;19;20;Normal
0130_2;#0130;Gyarados;Mega;Magikarp;Mega;Legend;Agua;Siniestro;Rompemoldes;Rompemoldes;Rompemoldes;6;4;2;5;3;3;25;23;Normal
0131_1;#0131;Lapras;Kanto;Lapras;Inicial;Elite;Agua;Hielo;Absorbeagua;Caparazon;Hidratacion;3;3;3;3;2;4;20;18;Suave
0132_1;#0132;Ditto;Kanto;Ditto;Inicial;Starter;Normal;Normal;Flexibilidad;Flexibilidad;Impostor;1;1;1;1;1;2;8;7;Suave
0133_1;#0133;Eevee;Kanto;Eevee;Basico;Begginer;Normal;Normal;Fuga;Adaptable;Anticipacion;2;2;1;2;2;3;13;12;Suave
0133_2;#0133;Eevee;Let's Go;Eevee;Basico;Amateur;Normal;Normal;Fuga;Adaptable;Anticipacion;3;2;2;3;3;3;15;16;Normal
0134_1;#0134;Vaporeon;Kanto;Eevee;Avanzada;Elite;Agua;Agua;Absorbeagua;Absorbeagua;Hidratacion;2;2;4;3;2;4;20;17;Normal
0135_1;#0135;Jolteon;Kanto;Eevee;Avanzada;Master;Electrico;Electrico;Absorbeelectricidad;Absorbeelectricidad;Piesrapidos;2;2;4;3;5;3;19;19;Rapido
0136_1;#0136;Flareon;Kanto;Eevee;Avanzada;Master;Fuego;Fuego;Absorbefuego;Absorbefuego;Agallas;5;2;3;4;2;3;19;19;Normal
0137_1;#0137;Porygon;Kanto;Porygon;Basico;Amateur;Normal;Normal;Calco;Descarga;Calculofinal;2;2;3;3;1;3;15;14;Suave
0138_1;#0138;Omanyte;Kanto;Omanyte;Basico;Begginer;Roca;Agua;Nadorapido;Caparazon;Armadurafragil;1;4;3;2;1;2;10;13;Lento
0139_1;#0139;Omastar;Kanto;Omanyte;Avanzada;Elite;Roca;Agua;Nadorapido;Caparazon;Armadurafragil;2;5;4;2;2;3;17;18;Suave
0140_1;#0140;Kabuto;Kanto;Kabuto;Basico;Begginer;Roca;Agua;Armadurabatalla;Nadorapido;Armadurafragil;3;3;2;1;2;2;10;13;Suave
0141_1;#0141;Kabutops;Kanto;Kabuto;Avanzada;Elite;Roca;Agua;Armadurabatalla;Nadorapido;Armadurafragil;4;4;2;2;3;3;17;18;Normal
0142_1;#0142;Aerodactyl;Kanto;Aerodactyl;Inicial;Master;Roca;Volador;Cabezaroca;Presion;Nerviosismo;4;2;2;3;5;3;19;19;Rapido
0142_2;#0142;Aerodactyl;Mega;Aerodactyl;Mega;Legend;Roca;Volador;Garradura;Garradura;Garradura;5;3;2;3;6;3;25;22;Fugaz
0143_1;#0143;Snorlax;Kanto;Snorlax;Inicial;Elite;Normal;Normal;Sebo;Inmunidad;Gula;4;2;2;4;1;5;23;18;Lento
0144_1;#0144;Articuno;Kanto;Articuno;Legendario;Legend;Hielo;Volador;Presion;Presion;Mantoniveo;3;4;3;5;3;3;25;21;Normal
0144_2;#0144;Articuno;Galar;Articuno;Legendario;Legend;Psiquico;Volador;Tenacidad;Tenacidad;Tenacidad;3;3;5;4;3;3;25;21;Normal
0145_1;#0145;Zapdos;Kanto;Zapdos;Legendario;Legend;Electrico;Volador;Presion;Presion;Electricidadestatica;3;3;5;3;4;3;25;21;Rapido
0145_2;#0145;Zapdos;Galar;Zapdos;Legendario;Legend;Lucha;Volador;Competitivo;Competitivo;Competitivo;5;3;3;3;4;3;25;21;Rapido
0146_1;#0146;Moltres;Kanto;Moltres;Legendario;Legend;Fuego;Volador;Presion;Presion;Cuerpollama;4;3;5;3;3;3;25;21;Normal
0146_2;#0146;Moltres;Galar;Moltres;Legendario;Legend;Siniestro;Volador;Colera;Colera;Colera;3;3;4;5;3;3;25;21;Normal
0147_1;#0147;Dratini;Kanto;Dratini;Basico;Begginer;Dragon;Dragon;Mudar;Mudar;Escamaespecial;2;1;2;2;2;2;10;11;Suave
0148_1;#0148;Dragonair;Kanto;Dratini;Evolucion;Amateur;Dragon;Dragon;Mudar;Mudar;Escamaespecial;3;2;2;2;2;3;15;14;Normal
0149_1;#0149;Dragonite;Kanto;Dratini;Avanzada;Master;Dragon;Volador;Fuerzamental;Fuerzamental;Multiescamas;5;3;4;4;3;3;19;22;Normal
0150_1;#0150;Mewtwo;Kanto;Mewtwo;Legendario;Legend;Psiquico;Psiquico;Presion;Presion;Nerviosismo;4;3;6;3;5;4;28;25;Fugaz
0150_2;#0150;Mewtwo;Mega Y;Mewtwo;Mega;Legend;Psiquico;Psiquico;Insomnio;Insomnio;Insomnio;6;2;7;4;5;4;28;28;Fugaz
0150_3;#0150;Mewtwo;Mega X;Mewtwo;Mega;Legend;Psiquico;Lucha;Impasible;Impasible;Impasible;7;4;6;4;5;4;28;30;Fugaz
0151_1;#0151;Mew;Kanto;Mew;Legendario;Legend;Psiquico;Psiquico;Sincronia;Sincronia;Sincronia;4;4;4;4;4;4;28;24;Fugaz
0152_1;#0152;Chikorita;Johto;Chikorita;Basico;Starter;Planta;Planta;Espesura;Espesura;Defensahoja;1;2;1;2;1;2;8;9;Suave
0153_1;#0153;Bayleef;Johto;Chikorita;Evolucion;Amateur;Planta;Planta;Espesura;Espesura;Defensahoja;2;3;2;3;2;3;15;15;Suave
0154_1;#0154;Meganium;Johto;Chikorita;Avanzada;Master;Planta;Planta;Espesura;Espesura;Defensahoja;3;4;3;4;3;3;19;20;Normal
0155_1;#0155;Cyndaquil;Johto;Cyndaquil;Basico;Begginer;Fuego;Fuego;Marllamas;Marllamas;Absorbefuego;2;1;2;2;2;2;10;11;Normal
0156_1;#0156;Quilava;Johto;Cyndaquil;Evolucion;Amateur;Fuego;Fuego;Marllamas;Marllamas;Absorbefuego;2;2;3;2;3;3;15;15;Normal
0157_1;#0157;Typhlosion;Hisui;Cyndaquil;Avanzada;Master;Fuego;Fantasma;Marllamas;Marllamas;Cacheo;3;3;4;3;3;3;19;19;Normal
0157_2;#0157;Typhlosion;Johto;Cyndaquil;Avanzada;Master;Fuego;Fuego;Marllamas;Marllamas;Absorbefuego;3;3;4;3;4;3;19;20;Rapido
0158_1;#0158;Totodile;Johto;Totodile;Basico;Begginer;Agua;Agua;Torrente;Torrente;Potenciabruta;2;2;1;1;1;3;13;10;Suave
0159_1;#0159;Croconaw;Johto;Totodile;Evolucion;Amateur;Agua;Agua;Torrente;Torrente;Potenciabruta;3;3;2;2;2;3;15;15;Suave
0160_1;#0160;Feraligatr;Johto;Totodile;Avanzada;Master;Agua;Agua;Torrente;Torrente;Potenciabruta;4;4;3;3;3;3;19;20;Normal
0161_1;#0161;Sentret;Johto;Sentret;Basico;Starter;Normal;Normal;Fuga;Vistalince;Cacheo;1;1;1;1;1;2;8;7;Lento
0162_1;#0162;Furret;Johto;Sentret;Avanzada;Amateur;Normal;Normal;Fuga;Vistalince;Cacheo;3;2;1;2;3;3;15;14;Normal
0163_1;#0163;Hoothoot;Johto;Hoothoot;Basico;Begginer;Normal;Volador;Insomnio;Vistalince;Cromolente;1;1;1;2;2;3;13;10;Suave
0164_1;#0164;Noctowl;Johto;Hoothoot;Avanzada;Amateur;Normal;Volador;Insomnio;Vistalince;Cromolente;2;2;3;3;2;4;18;16;Normal
0165_1;#0165;Ledyba;Johto;Ledyba;Basico;Begginer;Bicho;Volador;Enjambre;Madrugar;Cobardia;1;1;1;3;2;2;10;10;Suave
0166_1;#0166;Ledian;Johto;Ledyba;Avanzada;Amateur;Bicho;Volador;Enjambre;Madrugar;Golpeferreo;1;2;2;4;3;3;15;15;Normal
0167_1;#0167;Spinarak;Johto;Spinarak;Basico;Starter;Bicho;Veneno;Enjambre;Insomnio;Francotirador;2;1;1;1;1;2;8;8;Lento
0168_1;#0168;Ariados;Johto;Spinarak;Avanzada;Begginer;Bicho;Veneno;Enjambre;Insomnio;Francotirador;3;2;2;2;1;3;13;13;Suave
0169_1;#0169;Crobat;Johto;Zubat;Avanzada;Master;Veneno;Volador;Fuerzamental;Fuerzamental;Allanamiento;3;3;2;3;5;3;19;19;Rapido
0170_1;#0170;Chinchou;Johto;Chinchou;Basico;Begginer;Agua;Electrico;Absorbeelectricidad;Iluminacion;Absorbeagua;1;1;2;2;2;3;13;11;Normal
0171_1;#0171;Lanturn;Johto;Chinchou;Avanzada;Amateur;Agua;Electrico;Absorbeelectricidad;Iluminacion;Absorbeagua;2;2;3;3;2;4;18;16;Normal
0172_1;#0172;Pichu;Johto;Pikachu;Bebe;Starter;Electrico;Electrico;Electricidadestatica;Electricidadestatica;Pararrayos;1;1;1;1;2;2;8;8;Suave
0173_1;#0173;Cleffa;Johto;Clefairy;Bebe;Starter;Hada;Hada;Granencanto;Muromagico;Compiescolta;1;1;1;2;1;3;11;9;Lento
0174_1;#0174;Igglybuff;Johto;Jigglypuff;Bebe;Starter;Normal;Hada;Granencanto;Tenacidad;Compiescolta;1;1;1;1;1;3;11;8;Lento
0175_1;#0175;Togepi;Johto;Togekiss;Bebe;Starter;Hada;Hada;Entusiasmo;Dicha;Afortunado;1;2;1;2;1;2;8;9;Lento
0176_1;#0176;Togetic;Johto;Togekiss;Evolucion;Amateur;Hada;Volador;Entusiasmo;Dicha;Afortunado;1;3;3;4;1;3;15;15;Suave
0177_1;#0177;Natu;Johto;Natu;Basico;Begginer;Psiquico;Volador;Madrugar;Sincronia;Espejomagico;2;1;2;1;2;2;10;10;Normal
0178_1;#0178;Xatu;Johto;Natu;Avanzada;Amateur;Psiquico;Volador;Madrugar;Sincronia;Espejomagico;3;2;3;2;3;3;15;16;Normal
0179_1;#0179;Mareep;Johto;Mareep;Basico;Starter;Electrico;Electrico;Electricidadestatica;Electricidadestatica;Mas;1;1;2;1;1;3;11;9;Lento
0180_1;#0180;Flaaffy;Johto;Mareep;Evolucion;Begginer;Electrico;Electrico;Electricidadestatica;Electricidadestatica;Mas;2;2;3;2;1;3;13;13;Suave
0181_1;#0181;Ampharos;Johto;Mareep;Avanzada;Elite;Electrico;Electrico;Electricidadestatica;Electricidadestatica;Mas;3;3;4;3;2;3;17;18;Suave
0181_2;#0181;Ampharos;Mega;Mareep;Mega;Legend;Electrico;Dragon;Rompemoldes;Rompemoldes;Rompemoldes;3;4;6;4;1;3;25;21;Suave
0182_1;#0182;Bellossom;Johto;Oddish;Avanzada;Elite;Planta;Planta;Clorofila;Clorofila;Almacura;3;3;3;4;2;3;17;18;Suave
0183_1;#0183;Marill;Johto;Marill;Basico;Begginer;Agua;Hada;Potencia;Sebo;Herbivoro;1;2;1;2;1;3;13;10;Suave
0184_1;#0184;Azumarill;Johto;Marill;Avanzada;Amateur;Agua;Hada;Potencia;Sebo;Herbivoro;2;3;2;3;2;4;18;16;Suave
0185_1;#0185;Sudowoodo;Johto;Sudowoodo;Inicial;Amateur;Roca;Roca;Cabezaroca;Robustez;Cobardia;4;4;1;2;1;3;15;15;Lento
0186_1;#0186;Politoed;Johto;Poliwag;Avanzada;Elite;Agua;Agua;Absorbeagua;Humedad;Llovizna;3;3;3;4;2;3;17;18;Normal
0187_1;#0187;Hoppip;Johto;Hoppip;Basico;Starter;Planta;Volador;Clorofila;Defensahoja;Allanamiento;1;1;1;2;2;2;8;9;Suave
0188_1;#0188;Skiploom;Johto;Hoppip;Evolucion;Begginer;Planta;Volador;Clorofila;Defensahoja;Allanamiento;1;2;1;2;3;3;13;12;Normal
0189_1;#0189;Jumpluff;Johto;Hoppip;Avanzada;Amateur;Planta;Volador;Clorofila;Defensahoja;Allanamiento;2;2;2;3;4;3;15;16;Rapido
0190_1;#0190;Aipom;Johto;Aipom;Basico;Begginer;Normal;Normal;Fuga;Recogida;Encadenado;2;2;1;2;3;3;13;13;Normal
0191_1;#0191;Sunkern;Johto;Sunkern;Basico;Starter;Planta;Planta;Clorofila;Podersolar;Madrugar;1;1;1;1;1;2;8;7;Lento
0192_1;#0192;Sunflora;Johto;Sunkern;Avanzada;Amateur;Planta;Planta;Clorofila;Podersolar;Madrugar;3;2;4;3;1;3;15;16;Lento
0193_1;#0193;Yanma;Johto;Yanma;Basico;Begginer;Bicho;Volador;Impulso;Ojocompuesto;Cacheo;2;1;3;1;3;3;13;13;Normal
0194_1;#0194;Wooper;Johto;Wooper;Basico;Starter;Agua;Tierra;Humedad;Absorbeagua;Ignorante;1;1;1;1;1;3;11;8;Lento
0194_2;#0194;Wooper;Paldea;Wooper;Basico;Starter;Veneno;Tierra;Puntotoxico;Absorbeagua;Ignorante;1;1;1;1;1;3;11;8;Lento
0195_1;#0195;Quagsire;Johto;Wooper;Avanzada;Amateur;Agua;Tierra;Humedad;Absorbeagua;Ignorante;3;3;2;2;1;3;15;14;Lento
0196_1;#0196;Espeon;Johto;Eevee;Avanzada;Master;Psiquico;Psiquico;Sincronia;Sincronia;Espejomagico;2;2;5;3;4;3;19;19;Rapido
0197_1;#0197;Umbreon;Johto;Eevee;Avanzada;Elite;Siniestro;Siniestro;Sincronia;Sincronia;Fuerzamental;2;4;2;5;2;3;17;18;Normal
0198_1;#0198;Murkrow;Johto;Murkrow;Basico;Amateur;Siniestro;Volador;Insomnio;Afortunado;Bromista;3;1;3;1;3;3;15;14;Normal
0199_1;#0199;Slowking;Galar;Slowpoke;Avanzada;Elite;Veneno;Psiquico;Medicinarara;Ritmopropio;Regeneracion;2;3;4;4;1;3;17;17;Lento
0199_2;#0199;Slowking;Johto;Slowpoke;Avanzada;Elite;Agua;Psiquico;Despiste;Ritmopropio;Regeneracion;3;3;4;4;1;3;17;18;Lento
0200_1;#0200;Misdreavus;Johto;Misdreavus;Basico;Amateur;Fantasma;Fantasma;Levitacion;Levitacion;Levitacion;2;2;3;3;3;3;15;16;Normal
0201_1;#0201;UnownA;Johto;Unown;Inicial;Starter;Psiquico;Psiquico;Levitacion;Levitacion;Levitacion;2;1;2;1;1;2;8;9;Suave
0202_1;#0202;Wobbuffet;Johto;Wobbuffet;Inicial;Begginer;Psiquico;Psiquico;Sombratrampa;Sombratrampa;Telepatia;1;2;1;2;1;5;19;12;Lento
0203_1;#0203;Girafarig;Johto;Girafarig;Basico;Amateur;Normal;Psiquico;Fuerzamental;Madrugar;Herbivoro;3;2;3;2;3;3;15;16;Normal
0204_1;#0204;Pineco;Johto;Pineco;Basico;Begginer;Bicho;Bicho;Robustez;Robustez;Funda;2;3;1;1;1;3;13;11;Lento
0205_1;#0205;Forretress;Johto;Pineco;Avanzada;Amateur;Bicho;Acero;Robustez;Robustez;Funda;3;5;2;2;1;3;15;16;Suave
0206_1;#0206;Dunsparce;Johto;Dunsparce;Inicial;Begginer;Normal;Normal;Dicha;Fuga;Cobardia;2;2;2;2;1;4;16;13;Suave
0207_1;#0207;Gligar;Johto;Gligar;Basico;Amateur;Tierra;Volador;Cortefuerte;Veloarena;Inmunidad;3;4;1;2;3;3;15;16;Normal
0208_1;#0208;Steelix;Johto;Onix;Avanzada;Master;Acero;Tierra;Cabezaroca;Robustez;Potenciabruta;3;8;2;2;1;3;19;19;Lento
0208_2;#0208;Steelix;Mega;Onix;Mega;Legend;Acero;Tierra;Poderarena;Poderarena;Poderarena;5;9;2;3;1;3;25;23;Lento
0209_1;#0209;Snubbull;Johto;Snubbull;Basico;Begginer;Hada;Hada;Intimidacion;Fuga;Cobardia;3;2;1;1;1;3;13;11;Lento
0210_1;#0210;Granbull;Johto;Snubbull;Avanzada;Amateur;Hada;Hada;Intimidacion;Piesrapidos;Cobardia;4;3;2;2;1;3;15;15;Suave
0211_1;#0211;Qwilfish;Johto;Qwilfish;Basico;Amateur;Agua;Veneno;Nadorapido;Puntotoxico;Intimidacion;3;3;2;2;3;3;15;16;Normal
0211_2;#0211;Qwilfish;Hisui;Qwilfish;Basico;Amateur;Siniestro;Veneno;Nadorapido;Puntotoxico;Intimidacion;3;3;2;2;3;3;15;16;Normal
0212_1;#0212;Scizor;Johto;Scyther;Avanzada;Master;Bicho;Acero;Enjambre;Experto;Metalliviano;5;4;2;3;2;3;19;19;Normal
0212_2;#0212;Scizor;Mega;Scyther;Mega;Legend;Bicho;Acero;Experto;Experto;Experto;6;5;2;4;3;3;25;23;Normal
0213_1;#0213;Shuckle;Johto;Shuckle;Inicial;Amateur;Bicho;Roca;Robustez;Gula;Respondon;1;9;1;9;1;2;12;23;Lento
0214_1;#0214;Heracross;Johto;Heracross;Basico;Elite;Bicho;Lucha;Enjambre;Agallas;Autoestima;5;3;1;3;3;3;17;18;Normal
0214_2;#0214;Heracross;Mega;Heracross;Mega;Legend;Bicho;Lucha;Encadenado;Encadenado;Encadenado;7;4;1;4;3;3;25;22;Normal
0215_1;#0215;Sneasel;Johto;Sneasel;Basico;Amateur;Siniestro;Hielo;Fuerzamental;Vistalince;Hurto;3;2;1;3;4;3;15;16;Rapido
0215_2;#0215;Sneasel;Hisui;Sneasel;Basico;Amateur;Lucha;Veneno;Fuerzamental;Vistalince;Hurto;3;2;1;3;4;3;15;16;Rapido
0216_1;#0216;Teddiursa;Johto;Teddiursa;Basico;Begginer;Normal;Normal;Recogida;Piesrapidos;Recogemiel;3;2;2;2;1;3;13;13;Suave
0217_1;#0217;Ursaring;Johto;Teddiursa;Avanzada;Master;Normal;Normal;Agallas;Piesrapidos;Nerviosismo;5;3;3;3;2;3;19;19;Suave
0218_1;#0218;Slugma;Johto;Slugma;Basico;Starter;Fuego;Fuego;Cuerpollama;Escudomagma;Armadurafragil;1;1;2;1;1;2;8;8;Lento
0219_1;#0219;Magcargo;Johto;Slugma;Avanzada;Amateur;Fuego;Roca;Cuerpollama;Escudomagma;Armadurafragil;2;4;3;3;1;3;15;16;Lento
0220_1;#0220;Swinub;Johto;Swinub;Basico;Begginer;Hielo;Tierra;Despiste;Mantoniveo;Sebo;2;1;1;1;2;3;13;10;Suave
0221_1;#0221;Piloswine;Johto;Swinub;Avanzada;Elite;Hielo;Tierra;Despiste;Mantoniveo;Sebo;4;3;2;2;2;4;20;17;Suave
0222_1;#0222;Corsola;Johto;Corsola;Basico;Amateur;Agua;Roca;Curanatural;Entusiasmo;Regeneracion;2;3;2;3;1;3;15;14;Lento
0222_2;#0222;Corsola;Galar;Corsola;Basico;Amateur;Fantasma;Fantasma;Armadurafragil;Armadurafragil;Cuerpomaldito;2;4;2;4;1;3;15;16;Lento
0223_1;#0223;Remoraid;Johto;Remoraid;Basico;Begginer;Agua;Agua;Entusiasmo;Francotirador;Veleta;2;1;2;1;2;2;10;10;Normal
0224_1;#0224;Octillery;Johto;Remoraid;Avanzada;Elite;Agua;Agua;Ventosas;Francotirador;Veleta;4;3;4;3;1;3;17;18;Suave
0225_1;#0225;Delibird;Johto;Delibird;Inicial;Begginer;Hielo;Volador;Entusiasmo;Espirituvital;Insomnio;2;1;2;1;3;2;10;11;Normal
0226_1;#0226;Mantine;Johto;Mantine;Inicial;Amateur;Agua;Volador;Absorbeagua;Nadorapido;Veloagua;1;2;3;5;2;3;15;16;Normal
0227_1;#0227;Skarmory;Johto;Skarmory;Inicial;Amateur;Acero;Volador;Robustez;Vistalince;Armadurafragil;3;5;1;2;2;3;15;16;Normal
0228_1;#0228;Houndour;Johto;Houndour;Basico;Begginer;Siniestro;Fuego;Absorbefuego;Madrugar;Nerviosismo;2;1;3;2;2;2;10;12;Normal
0229_1;#0229;Houndoom;Johto;Houndour;Avanzada;Elite;Siniestro;Fuego;Absorbefuego;Madrugar;Nerviosismo;3;2;4;3;3;3;17;18;Normal
0229_2;#0229;Houndoom;Mega;Houndour;Mega;Legend;Siniestro;Fuego;Podersolar;Podersolar;Podersolar;3;3;5;3;4;3;25;21;Rapido
0230_1;#0230;Kingdra;Johto;Horsea;Avanzada;Elite;Agua;Dragon;Nadorapido;Francotirador;Humedad;3;3;3;3;3;3;17;18;Normal
0231_1;#0231;Phanpy;Johto;Phanpy;Basico;Begginer;Tierra;Tierra;Recogida;Recogida;Veloarena;2;2;1;1;1;3;13;10;Suave
0232_1;#0232;Donphan;Johto;Phanpy;Avanzada;Elite;Tierra;Tierra;Robustez;Robustez;Veloarena;4;4;2;2;2;3;17;17;Suave
0233_1;#0233;Porygon2;Johto;Porygon;Avanzada;Elite;Normal;Normal;Calco;Descarga;Calculofinal;3;3;4;3;2;3;17;18;Suave
0234_1;#0234;Stantler;Johto;Stantler;Inicial;Amateur;Normal;Normal;Intimidacion;Cacheo;Herbivoro;3;2;3;2;3;3;15;16;Normal
0235_1;#0235;Smeargle;Johto;Smeargle;Inicial;Begginer;Normal;Normal;Ritmopropio;Experto;Veleta;1;1;1;1;3;3;13;10;Normal
0236_1;#0236;Tyrogue;Johto;Tyrogue;Bebe;Starter;Lucha;Lucha;Agallas;Impasible;Espirituvital;1;1;1;1;1;2;8;7;Lento
0237_1;#0237;Hitmontop;Johto;Tyrogue;Avanzada;Amateur;Lucha;Lucha;Intimidacion;Experto;Impasible;3;3;1;4;2;3;15;16;Normal
0238_1;#0238;Smoochum;Johto;Jynx;Bebe;Begginer;Hielo;Psiquico;Despiste;Alerta;Hidratacion;1;1;3;2;2;2;10;11;Normal
0239_1;#0239;Elekid;Johto;Electabuzz;Bebe;Begginer;Electrico;Electrico;Electricidadestatica;Electricidadestatica;Espirituvital;2;1;2;2;3;2;10;12;Normal
0240_1;#0240;Magby;Johto;Magmar;Bebe;Begginer;Fuego;Fuego;Cuerpollama;Cuerpollama;Espirituvital;3;1;2;2;3;2;10;13;Normal
0241_1;#0241;Miltank;Johto;Miltank;Inicial;Elite;Normal;Normal;Sebo;Intrepido;Herbivoro;3;4;1;2;4;3;17;17;Rapido
0242_1;#0242;Blissey;Johto;Chansey;Avanzada;Elite;Normal;Normal;Curanatural;Dicha;Almacura;1;1;3;5;2;7;29;19;Suave
0243_1;#0243;Raikou;Johto;Raikou;Legendario;Legend;Electrico;Electrico;Presion;Presion;Fuerzamental;3;3;4;4;4;3;25;21;Rapido
0244_1;#0244;Entei;Johto;Entei;Legendario;Legend;Fuego;Fuego;Presion;Presion;Fuerzamental;4;3;3;3;4;4;28;21;Rapido
0245_1;#0245;Suicune;Johto;Suicune;Legendario;Legend;Agua;Agua;Presion;Presion;Fuerzamental;3;4;3;4;3;4;28;21;Normal
0246_1;#0246;Larvitar;Johto;Larvitar;Basico;Begginer;Roca;Tierra;Agallas;Agallas;Veloarena;2;2;1;2;1;3;13;11;Suave
0247_1;#0247;Pupitar;Johto;Larvitar;Evolucion;Amateur;Roca;Tierra;Mudar;Mudar;Mudar;3;2;2;2;2;3;15;14;Suave
0248_1;#0248;Tyranitar;Johto;Larvitar;Avanzada;Master;Roca;Siniestro;Chorroarena;Chorroarena;Nerviosismo;5;4;3;4;2;4;22;22;Suave
0248_2;#0248;Tyranitar;Mega;Larvitar;Mega;Legend;Roca;Siniestro;Chorroarena;Chorroarena;Chorroarena;6;6;3;4;2;4;28;25;Normal
0249_1;#0249;Lugia;Johto;Lugia;Legendario;Legend;Psiquico;Volador;Presion;Presion;Multiescamas;3;5;3;6;4;4;28;25;Fugaz
0250_1;#0250;Ho-Oh;Johto;Ho-Oh;Legendario;Legend;Fuego;Volador;Presion;Presion;Regeneracion;5;3;4;6;3;4;28;25;Normal
0251_1;#0251;Celebi;Johto;Celebi;Legendario;Legend;Psiquico;Planta;Curanatural;Curanatural;Curanatural;4;4;4;4;4;4;28;24;Fugaz
0252_1;#0252;Treecko;Hoenn;Treecko;Basico;Begginer;Planta;Planta;Espesura;Espesura;Liviano;1;1;2;2;2;2;10;10;Normal
0253_1;#0253;Grovyle;Hoenn;Treecko;Evolucion;Amateur;Planta;Planta;Espesura;Espesura;Liviano;2;1;3;2;3;3;15;14;Normal
0254_1;#0254;Sceptile;Hoenn;Treecko;Avanzada;Master;Planta;Planta;Espesura;Espesura;Liviano;3;2;4;3;4;3;19;19;Rapido
0254_2;#0254;Sceptile;Mega;Treecko;Mega;Legend;Planta;Dragon;Pararrayos;Pararrayos;Pararrayos;4;3;5;3;5;3;25;23;Fugaz
0255_1;#0255;Torchic;Hoenn;Torchic;Basico;Begginer;Fuego;Fuego;Marllamas;Marllamas;Impulso;2;1;2;2;1;2;10;10;Suave
0256_1;#0256;Combusken;Hoenn;Torchic;Evolucion;Amateur;Fuego;Lucha;Marllamas;Marllamas;Impulso;3;2;3;2;2;3;15;15;Suave
0257_1;#0257;Blaziken;Hoenn;Torchic;Avanzada;Elite;Fuego;Lucha;Marllamas;Marllamas;Impulso;4;2;4;2;3;3;17;18;Normal
0257_2;#0257;Blaziken;Mega;Torchic;Mega;Legend;Fuego;Lucha;Impulso;Impulso;Impulso;6;3;5;3;4;3;25;24;Fugaz
0258_1;#0258;Mudkip;Hoenn;Mudkip;Basico;Begginer;Agua;Agua;Torrente;Torrente;Humedad;2;2;2;2;1;3;13;12;Suave
0259_1;#0259;Marshtomp;Hoenn;Mudkip;Evolucion;Amateur;Agua;Tierra;Torrente;Torrente;Humedad;3;2;2;2;2;3;15;14;Suave
0260_1;#0260;Swampert;Hoenn;Mudkip;Avanzada;Master;Agua;Tierra;Torrente;Torrente;Humedad;4;3;3;3;2;4;22;19;Suave
0260_2;#0260;Swampert;Mega;Mudkip;Mega;Legend;Agua;Tierra;Nadorapido;Nadorapido;Nadorapido;6;4;3;4;2;4;28;23;Normal
0261_1;#0261;Poochyena;Hoenn;Poochyena;Basico;Starter;Siniestro;Siniestro;Fuga;Piesrapidos;Cobardia;2;1;1;1;1;2;8;8;Lento
0262_1;#0262;Mightyena;Hoenn;Poochyena;Avanzada;Amateur;Siniestro;Siniestro;Intimidacion;Piesrapidos;Autoestima;3;2;2;2;2;3;15;14;Normal
0263_1;#0263;Zigzagoon;Hoenn;Zigzagoon;Basico;Starter;Normal;Normal;Recogida;Gula;Piesrapidos;1;1;1;1;2;2;8;8;Suave
